pid,task_type,trial_index,complete_time,is_correct,MenuSelect-menu_length,MenuSelect-target_index,MenuSelect-selected_index,MenuSelect-error_distance,MenuSelect-target_distance,MenuSelect-moving_distance,DragDrop-target_area,DragDrop-dropped_area,DragDrop-error_distance,DragDrop-target_distance,DragDrop-drag_distance,DragDrop-moving_distance,KeyboardInput-target_word,KeyboardInput-entered_word,KeyboardInput-num_key_clicks,KeyboardInput-num_backspaces,KeyboardInput-moving_distance
2,KeyboardInput,1,8.194358825683594,1,,,,,,,,,,,,,NETWORK,NETWORK,8,0,2378.7233700832226
2,KeyboardInput,2,7.879828929901123,1,,,,,,,,,,,,,MONITOR,MONITOR,8,0,2803.8943477872526
2,KeyboardInput,3,8.3816978931427,1,,,,,,,,,,,,,EDUCATION,EDUCATION,10,0,1918.590586472307
2,KeyboardInput,4,9.041769981384277,1,,,,,,,,,,,,,LANGUAGE,LANGUAGE,9,0,3219.950067220074
2,KeyboardInput,5,7.470268964767456,1,,,,,,,,,,,,,PRACTICE,PRACTICE,9,0,2950.5117379971784
2,MenuSelect,1,7.110081911087036,1,6,4,4,284.29737951659,284.8596145472362,304.17587735659225,,,,,,,,,,,
2,MenuSelect,2,2.392681837081909,1,6,2,2,1184.8004051315986,182.62803727796015,309.2582528657994,,,,,,,,,,,
2,MenuSelect,3,2.1806681156158447,1,6,3,3,1302.4476956868557,232.13142829009604,208.18228561123212,,,,,,,,,,,
2,MenuSelect,4,1.6202738285064697,1,6,1,1,1219.2969285617019,139.8177385026664,111.01255867140611,,,,,,,,,,,
2,MenuSelect,5,2.7366559505462646,1,6,0,0,1253.8329234790415,111.68258592994702,154.68388211318972,,,,,,,,,,,
2,DragDrop,1,1.6981749534606934,1,,,,,,,A,A,781.1427526387222,781.1427526387222,0.0,649.7596727196848,,,,,
2,DragDrop,2,1.3879060745239258,1,,,,,,,C,C,798.7990986474634,798.7990986474634,0.0,698.3135894698036,,,,,
2,DragDrop,3,1.4217050075531006,1,,,,,,,D,D,1050.1071373912282,1050.1071373912282,0.0,958.032690760757,,,,,
2,DragDrop,4,1.3400990962982178,1,,,,,,,B,B,1063.176372950415,1063.176372950415,0.0,988.1245586209722,,,,,
2,DragDrop,5,1.474064826965332,1,,,,,,,D,D,1077.9615020955061,1077.9615020955061,0.0,1367.289622822334,,,,,
