pid,task_type,trial_index,complete_time,is_correct,MenuSelect-menu_length,MenuSelect-target_index,MenuSelect-selected_index,MenuSelect-error_distance,MenuSelect-target_distance,MenuSelect-moving_distance,DragDrop-target_area,DragDrop-dropped_area,DragDrop-error_distance,DragDrop-target_distance,DragDrop-drag_distance,DragDrop-moving_distance,KeyboardInput-target_word,KeyboardInput-entered_word,KeyboardInput-num_key_clicks,KeyboardInput-num_backspaces,KeyboardInput-moving_distance
4,DragDrop,1,13.973777294158936,1,,,,,,,B,B,977.0834150675162,977.0834150675162,0.0,997.6833511465422,,,,,
4,DragDrop,2,2.7220458984375,1,,,,,,,A,A,694.9510774148063,694.9510774148063,0.0,711.4806389440688,,,,,
4,DragDrop,3,1.9883618354797363,1,,,,,,,B,B,985.1725737148797,985.1725737148797,0.0,1400.3913832517958,,,,,
4,DragDrop,4,1.8429267406463623,1,,,,,,,C,C,775.7654284640429,775.7654284640429,0.0,721.3280864589275,,,,,
4,DragDrop,5,2.1817729473114014,1,,,,,,,B,B,1050.8610754995163,1050.8610754995163,0.0,926.7798906645743,,,,,
4,KeyboardInput,1,9.20952582359314,1,,,,,,,,,,,,,PRACTICE,PRACTICE,9,0,2212.9636597101658
4,KeyboardInput,2,10.040003061294556,1,,,,,,,,,,,,,ALGORITHM,ALGORITHM,10,0,2219.372532949373
4,KeyboardInput,3,7.86003303527832,1,,,,,,,,,,,,,NETWORK,NETWORK,8,0,2073.779400678959
4,KeyboardInput,4,8.235944986343384,1,,,,,,,,,,,,,EDUCATION,EDUCATION,10,0,1949.8803593813136
4,KeyboardInput,5,9.687933921813965,1,,,,,,,,,,,,,LANGUAGE,LANGUAGE,9,0,2669.3430283287234
4,MenuSelect,1,2.7392992973327637,1,6,0,0,40.033172547876,111.68258592994702,157.33339033403795,,,,,,,,,,,
4,MenuSelect,2,3.0120699405670166,1,6,5,5,55.8193569258515,339.31254029286924,344.18325108476574,,,,,,,,,,,
4,MenuSelect,3,2.258143901824951,1,6,1,1,87.8175336591748,139.8177385026664,196.50962632161226,,,,,,,,,,,
4,MenuSelect,4,2.012996196746826,1,6,5,5,97.9964234575136,339.31254029286924,340.37951048383553,,,,,,,,,,,
4,MenuSelect,5,2.2310872077941895,1,6,0,0,73.1712375010677,111.68258592994702,134.07872599709485,,,,,,,,,,,
