pid,task_type,trial_index,complete_time,is_correct,MenuSelect-menu_length,MenuSelect-target_index,MenuSelect-selected_index,MenuSelect-error_distance,MenuSelect-target_distance,MenuSelect-moving_distance,DragDrop-target_area,DragDrop-dropped_area,DragDrop-error_distance,DragDrop-target_distance,DragDrop-drag_distance,DragDrop-moving_distance,KeyboardInput-target_word,KeyboardInput-entered_word,KeyboardInput-num_key_clicks,KeyboardInput-num_backspaces,KeyboardInput-moving_distance
3,MenuSelect,1,20.630324125289917,0,6,3,,19.86902719776793,232.13142829009604,2464.8484081235124,,,,,,,,,,,
3,MenuSelect,2,12.164835691452026,1,6,4,4,20.2951763608063,284.8596145472362,593.943697972497,,,,,,,,,,,
3,MenuSelect,3,9.297456979751587,1,6,4,4,84.15751977541714,284.8596145472362,355.8544428826432,,,,,,,,,,,
3,MenuSelect,4,3.529783010482788,1,6,0,0,94.2307800459646,111.68258592994702,175.36595133332446,,,,,,,,,,,
3,MenuSelect,5,5.862178087234497,0,6,4,3,38.59858239514233,284.8596145472362,459.62723080556776,,,,,,,,,,,
3,DragDrop,1,5.705189228057861,1,,,,,,,C,C,854.744991210829,854.744991210829,0.0,994.4811735975159,,,,,
3,DragDrop,2,6.699476957321167,1,,,,,,,A,A,780.1128123547261,780.1128123547261,0.0,899.0466955370239,,,,,
3,DragDrop,3,6.566265106201172,0,,,,,,,D,None,1069.067818241668,1069.067818241668,0.0,1203.832308383368,,,,,
3,DragDrop,4,4.734634160995483,0,,,,,,,C,None,862.3781073287981,862.3781073287981,0.0,836.5974900137658,,,,,
3,DragDrop,5,4.467628002166748,1,,,,,,,B,B,1070.7688826259382,1070.7688826259382,0.0,1036.855113728354,,,,,
3,KeyboardInput,1,58.33687925338745,1,,,,,,,,,,,,,TYPING,TYPING,13,3,6644.672998580347
3,KeyboardInput,2,42.402271032333374,1,,,,,,,,,,,,,PRACTICE,PRACTICE,11,1,5238.384477202807
3,KeyboardInput,3,32.994771003723145,1,,,,,,,,,,,,,KEYBOARD,KEYBOARD,9,0,4956.63026631483
3,KeyboardInput,4,46.532214879989624,1,,,,,,,,,,,,,COMPUTER,COMPUTER,11,1,5934.333359001999
3,KeyboardInput,5,41.16155195236206,1,,,,,,,,,,,,,ALGORITHM,ALGORITHM,10,0,5119.4822682097865
