timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP
-1,BA_LEFT_CLICK,0,,,,,,,,,,,,,
4830,BA_LEFT_CLICK,0,0.20838737073314348_0.835646843357009_-0.03942405937466709,0.2670370783849376_0.8353796578645536_-0.02684540758723585,0.31732889176690954_0.8111401782198329_-0.010016765068751541,0.351484721482088_0.7814703959130284_0.014845089040029253,0.3745617481485752_0.7440287550423995_0.04149819609570242,0.2959286213061363_0.633234794228821_0.01636807017702436,0.3254735421350732_0.5891502866629892_0.009178104985965026,0.34629035239195644_0.5877780655793314_-0.004773278355771387,0.36260838953766567_0.5968809286186407_-0.03667005471386149,0.27566577536372716_0.5970465841352477_0.009695303139821507,0.30684154345473247_0.5202945905660505_-0.00016598262471926488,0.33534750637835237_0.49254212155983246_-0.019777699512090362,0.3609757910413264_0.47953862467099_-0.039307498913181305
4861,BA_LEFT_CLICK,0,0.2087726738673223_0.8357586188659052_-0.04002373920562815,0.26724126310696744_0.8355501991271836_-0.027183926782564864,0.31759652424879375_0.8112707484375302_-0.010112967785820937,0.3516371532919326_0.7816105904502103_0.01519466711825387,0.37453725237971525_0.7439592305926049_0.04210467097797185,0.29619784475494626_0.6333658419367068_0.01651932114902,0.32624280064989203_0.5893184001830525_0.009480638197432147,0.34736840323428964_0.5881504209655098_-0.004504827118058272,0.3637877476065425_0.597646535192276_-0.036474687929929375,0.2760849419634213_0.5973615886735546_0.009762648662615472,0.3074121464401929_0.5208365072993371_-0.00014776921735582574,0.33606879351477603_0.4934721320871146_-0.019824170431968435,0.36169148407321916_0.48100084478607796_-0.03924402414256134
4897,BA_LEFT_CLICK,0,0.20930770608757124_0.8359572826659664_-0.03970322216894588,0.26754147506992454_0.835825594406117_-0.026886630897964277,0.31799449864250423_0.8118430057057433_-0.010057476517856578,0.35189093825358697_0.782296714967285_0.015205554356147897,0.3745049182520388_0.7441185096190426_0.0419354604294951,0.2968018338770008_0.6335506933781618_0.016466821746372068,0.32764823722592257_0.5893909617731815_0.009408496134575357,0.3492374888723743_0.5888315273775715_-0.004582968567720468,0.36593621944181665_0.5991394287382324_-0.036724437734270955,0.2767885663827793_0.5976946188583079_0.009767891043475195,0.30845866116765724_0.5212347904990461_-0.000428646049629671,0.3372603292301558_0.49459008216886774_-0.020264736502549542,0.36288686531338493_0.48309146495621225_-0.039691181528518985
4930,BA_LEFT_CLICK,0,0.2099776730773782_0.8363931607274997_-0.04125819965478866,0.26824435549768155_0.8365073101844701_-0.02795390494286636,0.3187110669868946_0.8127226812751049_-0.010661820457220443,0.35254333160033663_0.7832460624264037_0.01527299260296031,0.37506476195224747_0.7448562963236216_0.04251999689031087,0.2975992787432938_0.6344141759755704_0.016580496145361966,0.3290934084872505_0.5905264365251737_0.009830430001494209,0.3511908429197989_0.5899178372585026_-0.0040040001491001564,0.36830894927018915_0.6000304870633094_-0.03615716454250405,0.27778748581572665_0.5984984027206185_0.00985508460227722,0.30961881687548626_0.5222797950228331_-0.00019357442198675686,0.338447917305252_0.4960183806421682_-0.020093851637189783,0.3640851890051635_0.485040258423176_-0.039300961532553344
4964,BA_LEFT_CLICK,0,0.21077981717093272_0.8368771180366508_-0.04228212874553274,0.26903383102251965_0.8375067152282646_-0.02870757198428805,0.319605924483757_0.8139315114904209_-0.01113528202838927,0.3533690332707631_0.7845770416487341_0.015216622453511588,0.37600914956385795_0.7464813100043013_0.04275965915432329,0.2987608614406799_0.6353534061338499_0.016590350995917564,0.3309231197055261_0.5917101421019139_0.010035075128457483,0.3535563649600762_0.59080636396116_-0.0036731112177603503,0.37135752065844563_0.6002614301703619_-0.035978403543335515,0.27913004286896625_0.5993940223740961_0.009924463194998694,0.31123470751688376_0.5234374133841417_-0.00019566413234457824,0.3402328700246978_0.4978165751459062_-0.02025573917336877,0.3660464934511401_0.48775444313342303_-0.0394267753667516
4996,BA_LEFT_CLICK,0,0.21175239186846007_0.837520750749511_-0.04343110177057323,0.27010867926465576_0.8386460691850226_-0.02950348459558245,0.3206458153697815_0.8152737869015347_-0.01170662793212914,0.3543446170756711_0.7860818026724724_0.014894230625296302,0.37714159346624143_0.748365172286278_0.04262587309925362,0.3002049269550494_0.6364939847489989_0.016596261962619978,0.33293671172587724_0.5933091575352909_0.010226879918878506,0.35602027192640445_0.59211003696208_-0.0033915364285654276,0.37443162619167353_0.6008454404085675_-0.03586261171492125,0.28072539073476344_0.6004401913871309_0.009994070204510364,0.31303966830766594_0.5248258732236404_-0.00016944912251460912,0.3421651947834149_0.49973701046004776_-0.020357533042491403,0.36813829358445943_0.49032004582448746_-0.03965312964970927
5028,BA_LEFT_CLICK,0,0.21291821560353272_0.8383171696570735_-0.04408930870403717,0.27107746150483375_0.8400118470319782_-0.03002054196895406,0.32175663609289856_0.8169063292496214_-0.012053316852997013,0.35545725484446633_0.78778853164222_0.014727816252918774,0.37842082863651855_0.750478441349225_0.042533027180422185,0.3017639710325759_0.637951782457097_0.016613448106739967,0.33483385453008535_0.5953688331006814_0.01040479592824398,0.358219635605241_0.5937108748379135_-0.0031110774807410597,0.37714620923275777_0.6014546983885606_-0.03562371590449163,0.28242616138656257_0.6017379181853884_0.010054361202251175,0.3148943248637231_0.5266046303492371_-0.000151668943378356,0.3440328064233506_0.501976848491787_-0.02045580644993856,0.37010913702668624_0.4929962548221266_-0.0397669432739819
5063,BA_LEFT_CLICK,0,0.2141269662864227_0.8392398229525264_-0.044659077187457645,0.2721635997008458_0.8414836144549589_-0.030371853330145245,0.3229099372941949_0.8186198443216333_-0.012246732728918608,0.3565916546961145_0.7894391707269841_0.014632055377174803,0.3797178199736527_0.7526587445191995_0.04252301319312163,0.30310112586170523_0.6391864109929909_0.016730037386015296,0.3361868453771506_0.5972348934458772_0.010530139921859253,0.3597451246733866_0.595327608046753_-0.002979212260824614,0.3790711124362551_0.6021489209689967_-0.03557730890284974,0.2839328092877016_0.6028415574448867_0.010110361230716118,0.3164880922037531_0.5285055460915236_-0.00015802330367805712,0.3458848454690333_0.5042191035340302_-0.02041977564167082,0.37229789187766615_0.4953054263277941_-0.03981115982376774
5096,BA_LEFT_CLICK,0,0.21529573451576384_0.8402056710947178_-0.04485890492604492,0.27311125395386815_0.8429027490697655_-0.030527391428478535,0.32386724431663344_0.8202536678347786_-0.012411723389021728,0.35752165148897774_0.7911346428941484_0.014436793200341375,0.38078241394744333_0.7546785512489046_0.042440514078705374,0.30445670764088706_0.6405587783572284_0.01676989857736845,0.3378795598149804_0.5991219906844362_0.010587122773134987,0.361681361751191_0.5969933448297364_-0.002869805549845833,0.3814392355777425_0.6030483370429891_-0.0354623336749951,0.2853903387025154_0.6040545712961803_0.010160975872850425,0.3181520859875814_0.5301945545184825_-0.0002175705360813312,0.34770033424189534_0.5063160448702234_-0.020417627053825854,0.37430222145920994_0.4977528392540688_-0.039858740094846405
5130,BA_LEFT_CLICK,0,0.2163302530932248_0.8412676824751395_-0.04533880084599112,0.2741772651488733_0.8441320413654926_-0.030822355266195915,0.32480992499470385_0.8217584590938728_-0.012609203540318945,0.3583935843328143_0.7927771706065175_0.014305840927098206,0.3817326156042895_0.7565370709834072_0.042442946879838996,0.30567704781246247_0.6420536034200357_0.01687422505524651,0.3393482616901802_0.6011694692641627_0.010750271765394434,0.3634193219792304_0.5986525557885634_-0.0026025989991551547,0.38367164474309307_0.6037709097390667_-0.0350738039936765,0.2867139211523657_0.6054265150272091_0.010212976684670454,0.3195411928875077_0.5317528039541415_-0.0001976181449447769,0.34916980199091313_0.5082060169722286_-0.020310422863458633,0.37587326615815164_0.49997713083166084_-0.039802718379931386
5164,BA_LEFT_CLICK,0,0.21712787787817484_0.842422181258432_-0.04496351683016662,0.2749376571031532_0.8452892942671683_-0.030508755120263405,0.3254167983808492_0.8229410490057502_-0.012309185570902617,0.35900788080052576_0.7943430462424468_0.01439617405155024,0.38230884295645406_0.7582092810581187_0.04244357287786412,0.3067957214065557_0.6432477706983699_0.016965208343719607,0.3405820410538043_0.6028102654671774_0.010828471492134274,0.3648310763082073_0.5996955388744725_-0.0024302761230568814,0.3854581740822858_0.6037603720287716_-0.03482780924051158,0.2878216092767815_0.6066699106568687_0.010205737101933007,0.32065806932312874_0.5330842089912551_-0.0002139887715939441,0.3503994733657255_0.5096896943684933_-0.02033258266122742,0.3771789896469498_0.5016049298774259_-0.03991610663639445
5197,BA_LEFT_CLICK,0,0.21791486116808706_0.8433070611078198_-0.04457309437891678,0.27555217551009825_0.8461055551723407_-0.030109040715397127,0.3258064528209666_0.8239143006532696_-0.011991774564128711,0.35926929769004223_0.7957823808149108_0.014458923179457354,0.3823154943938498_0.7597192946203597_0.04249119412821141,0.3076425414521031_0.6442955036413681_0.017037083023433024,0.3414881035557052_0.6044671550159538_0.010886385091465904,0.36586799720455543_0.6008199973074637_-0.0022771038988193457,0.3867595575115257_0.6039166294940501_-0.034547148212664545,0.28866945187111703_0.6077500644584174_0.010191543229739385,0.32152333575139547_0.5342013321130481_-0.00026594601119071316,0.35131597642626883_0.5108822152802561_-0.020296252066863404,0.378117507933075_0.5028032186135496_-0.039867244025126605
5231,BA_LEFT_CLICK,0,0.2183497224057679_0.8436605319276378_-0.044125684842275276,0.2758498128796973_0.8464843110049379_-0.029861559194803818,0.32586337843757474_0.8245843857550071_-0.011981968502316153,0.35918844268389416_0.7969559617960937_0.014302438905676023,0.3814599575802044_0.7604990818602282_0.042250627493235327,0.30814243525175516_0.6453894773683558_0.016960470826343006,0.34198205708429497_0.6065776836685248_0.010733609635291253,0.3665454943937408_0.6024304805730218_-0.0024035987956492573,0.38766621405769774_0.6045787448412728_-0.0345538213371223,0.2891983567067783_0.6086706330982586_0.01015317530697228,0.3220901705237238_0.5349617784666226_-0.00030028771992135104,0.35181520084163764_0.5118153227002791_-0.02035383486348218,0.3784436513888795_0.5038675882422802_-0.03991912552520077
5263,BA_LEFT_CLICK,0,0.2184205153628162_0.8439378845608176_-0.04373798171266452,0.27586910220347705_0.8468222439928542_-0.029628398297214975,0.3254783647793261_0.8251915025729695_-0.011986455853870136,0.3585378569417626_0.7980380446215064_0.01405076745020534,0.3798484792077029_0.7611888463101736_0.0417282952589773,0.308159491776691_0.646400531098176_0.016936550200712924,0.3418694598592542_0.6085862550585992_0.010605570366905336,0.3666286079058923_0.6043929241923042_-0.002628724690530179,0.38791835590115703_0.6062127681355916_-0.03458995904676007,0.28926537858556123_0.6094189493344419_0.010134465972706808,0.32223458229796165_0.5355257777728404_-0.00028973704882946064,0.35193757374780354_0.5125450239683288_-0.02032807154335838,0.37840606609248784_0.504800980727186_-0.03983311254822764
