pid,menu-selection-preference,dragdrop-preference,keyboard-input-preference,sus-q1,sus-q2,sus-q3,sus-q4,sus-q5,sus-q6,sus-q7,sus-q8,sus-q9,sus-q10,gesture-mental-demand,touchpad-mental-demand,gesture-physical-demand,touchpad-physical-demand,gesture-temporal-demand,touchpad-temporal-demand,gesture-performance,touchpad-performance,gesture-effort,touchpad-effort,gesture-frustration,touchpad-frustration
0,Touchpad,Gesture control,Touchpad,2,2,4,4,2,1,4,2,4,1,10,5,15,5,5,5,5,0,10,0,0,0
