timestamp,task,trail,WRIST,THUMB_CMC,THUMB_MCP,THUMB_IP,THUMB_TIP,INDEX_FINGER_MCP,INDEX_FINGER_PIP,INDEX_FINGER_DIP,INDEX_FINGER_TIP,MIDDLE_FINGER_MCP,MIDDLE_FINGER_PIP,MIDDLE_FINGER_DIP,MIDDLE_FINGER_TIP
13604,BA_LEFT_CLICK,0,0.28061813588072515_0.79626163720187_-0.016504641170173105,0.3453660986723106_0.7912421480180093_-0.018170607212597622,0.40154146298602533_0.746445394801956_-0.01000895425021919,0.43994202457985765_0.6947781819233666_-0.0014211047726136958,0.4728799876278108_0.6610120816716308_0.015635497704448963,0.3775185484675565_0.5749983545028521_0.011149748109714006,0.4089822975784372_0.4934840066967038_0.005662818201047142,0.4302353540164499_0.44183577803950635_-0.001305097272512251,0.4497724465873001_0.40001004482611857_-0.029257219876901688,0.34918419695964553_0.5429684167070636_0.007621072981953516,0.3714306852309732_0.4392169635980049_-5.720936599325644e-05,0.39021329876150973_0.3737988317964714_-0.02142158937413792,0.40768243917569974_0.3239227987276393_-0.039163263877131156
13637,BA_LEFT_CLICK,0,0.2808461465448511_0.7953494896816926_-0.016915717359279964,0.3451504593612036_0.7901669109154755_-0.018514896133275425,0.40097575700152166_0.7457218704604003_-0.010285214180471678,0.43904108399646674_0.6939319434268769_-0.0015242305626283104,0.47145567271752886_0.659526191845636_0.015450638401748868,0.3769517353366215_0.5751392408914052_0.011112519258607081,0.4082356260609492_0.4939784716556571_0.005570994871983496,0.42929327917911764_0.44275844858631397_-0.001491775010440297,0.448669790613346_0.4012480222805726_-0.029591672596181538,0.3487353656853922_0.543064232267018_0.007614332664370454,0.37102759886493913_0.439920955617326_1.7405980086711984e-05,0.3899323308179084_0.3751611109541449_-0.021436928546105228,0.4075693710545338_0.32592522557154324_-0.03938370525034079
13673,BA_LEFT_CLICK,0,0.28051599685433487_0.7945520607890858_-0.01743795514972637,0.3447423963166302_0.7892425270310255_-0.01890171046950944,0.40015490703478057_0.7453581641501501_-0.010570976610757654,0.4378668236295159_0.6934954692922828_-0.0017040372673519464,0.4694958641818662_0.6579246939779126_0.015251705541803148,0.375818017021052_0.5755738866096085_0.011134876830854934,0.4069353176269424_0.4945621081980151_0.005695650127037023,0.42790706501657294_0.4433865250471823_-0.0013605886852054176,0.44716323565458677_0.4021502549349775_-0.029531993350859567,0.3476995972129256_0.543384953814408_0.007616542610216075,0.3699908992346973_0.44069643117515056_0.0001744162505915864,0.3889485926397088_0.37650688258541376_-0.021258682577351255,0.4067317306120902_0.3278433458453419_-0.03933806979013927
13702,BA_LEFT_CLICK,0,0.27967168548967825_0.793660261492902_-0.017456500060332857,0.34416042672928376_0.7880494881813694_-0.019014708009549203,0.399193516196367_0.7446302851348174_-0.01125065066478868,0.4365064992554804_0.6925292030972479_-0.003046433689900082,0.46723407623700297_0.6555425740528745_0.012989120280419753,0.3749188207747396_0.5760982713512854_0.010969652949554858,0.4057853804519568_0.4951216013266311_0.005576067981325511,0.4265458229879898_0.44375858913450184_-0.0015278354112552308,0.44556104859523316_0.4026398213624566_-0.0297943997434585,0.34667439439555414_0.543727218689649_0.00757198248421187,0.3688288025615097_0.441521321118099_0.00017678143310953013,0.38768873460828807_0.3776620766936362_-0.021279995595248163,0.40550356381096125_0.3293572605805399_-0.039779554910289824
13736,BA_LEFT_CLICK,0,0.2785213304302405_0.7925808137742473_-0.01816108838873946,0.3440346809811291_0.7867089262918607_-0.019821240947396138,0.398730401850984_0.7431899611400805_-0.012213848654923596,0.43560789577546283_0.6903846991858671_-0.004194156279331718,0.4663935193819364_0.6526465707817589_0.01165368683789171,0.3741767067243144_0.5760397737353863_0.010671363150106382,0.4045465458624199_0.49504729755987054_0.005800871107739547,0.4252669826110492_0.44320809611152606_-0.0013324579456843299,0.4440850474104273_0.4023060144519495_-0.02951813722068538,0.345562699863596_0.543786298896574_0.0075736301272315565,0.36731895149210936_0.4418862377645354_0.00040207625809040735,0.3860788889546358_0.37820115021217826_-0.021179639760519363,0.40404653567439464_0.33022483119621293_-0.04027934063023534
13769,BA_LEFT_CLICK,0,0.2773969898813018_0.7912604456017649_-0.018568673858307547,0.3436416282325504_0.7852745335353197_-0.020534905350804787,0.3982518829164867_0.741488099435746_-0.013223752478359349,0.4346490625729765_0.6880509839695128_-0.005507112304501752,0.4652779610476939_0.6499091381866865_0.009861915529998122,0.3734518971863974_0.5754351953768588_0.010299625198067437,0.40337242040575627_0.494241938179885_0.0057996317178109005,0.4240304839579495_0.4422108870225827_-0.0015182866342383513,0.44275056184649375_0.4014469219474544_-0.029603928700403133,0.34453422103665926_0.5432576987470811_0.007590990086730543,0.36587225866683204_0.44165328661932796_0.0003999278655268914,0.38453415813598346_0.37811851566115195_-0.021473699084015925,0.40258173957162025_0.330516300036545_-0.0413244163079755
13803,BA_LEFT_CLICK,0,0.27652885756437373_0.7900614337023287_-0.018910389943331676,0.34286162607427584_0.7837320551119472_-0.02086934799480475,0.3974414104030899_0.7401142003852362_-0.013853329499243266,0.43347193989679067_0.6864737022909667_-0.006467050918049033,0.46261314046558133_0.6465192790857263_0.008276235438372278,0.3726230809548369_0.5746740611476785_0.010144661625243197,0.402317773131856_0.4933146955062188_0.005848074808128573,0.42290765738234776_0.44120266171119055_-0.0016796111017479808,0.44152829934215476_0.40051041708219454_-0.02961783587957681,0.3435857675420655_0.5424205305835108_0.007604665712782719,0.36466287551218574_0.4410041612015903_0.0004075164167577558,0.38324713136794814_0.377766180555655_-0.021598040180279606,0.4012984896873865_0.3305517784230196_-0.041836179898873685
13837,BA_LEFT_CLICK,0,0.2761661767287603_0.788566640686686_-0.01889600946776883,0.34228984397694384_0.781729089009144_-0.02064631565036803,0.3968895799959796_0.7382473852410503_-0.0139205897487629,0.432588070182203_0.6841422358348486_-0.00711057711291823,0.45950323734423637_0.6416591688816792_0.006989309292622871,0.3720599849588769_0.5739868690238863_0.010097288695984658,0.4014219489322732_0.4925755716553718_0.00582606383515032,0.42187638239658565_0.4403711965228831_-0.0018444394230853966,0.4403835844123835_0.39967931044760074_-0.029745064020357617,0.34296442325492016_0.5417032673089107_0.007599632913882716,0.36372970722432385_0.4402126226128531_0.00033042834746794175,0.38226096770002566_0.37720094602953075_-0.021580564273892874,0.40032887778086934_0.3303901951688356_-0.04204011865989027
13870,BA_LEFT_CLICK,0,0.27651191825259136_0.7868994885060749_-0.018678322190227636,0.342215288734793_0.7794772877592866_-0.020289099682350393,0.3969433170195498_0.7356424495517879_-0.013837903311842962,0.43243188226079843_0.6808607371008012_-0.007744434504894521,0.45710587218396764_0.6358375060419278_0.005580572566659028,0.3718597880655207_0.5726377335919118_0.01003928272566285,0.40096509429825383_0.4909758096688104_0.005761041051965013,0.42133297051268176_0.4390081791516714_-0.00208260249376388,0.43985632746414144_0.39842720017959854_-0.029953579080265434,0.3427355270034418_0.5405183302663485_0.007607347672196376,0.363059281764948_0.4390193345786248_5.445433044086077e-06,0.3816390907035997_0.37632385477742103_-0.021891123389004893,0.3998424376758216_0.33000557630680616_-0.04260842330086754
13907,BA_LEFT_CLICK,0,0.2771268870400461_0.7848942846754045_-0.01802675704493724,0.3425076576521868_0.777029064838014_-0.019666910842243382,0.39720384571044276_0.7332383525323606_-0.01358846093892597,0.4325446054447166_0.6779155326966932_-0.008343283259223387,0.4554391063451203_0.6303812112696996_0.004085286085820814,0.37191117935607265_0.5707486246214848_0.009971439648795813,0.4009612021685683_0.4890590886873494_0.0056078573519556165,0.42136825939239947_0.4376343630501885_-0.002398751229286922,0.4399940903106992_0.3973748420566732_-0.030448140678534248,0.34284400784542923_0.5388615741175589_0.007601976294328489,0.36298280911328284_0.43748081705102243_-0.0003831289789011874,0.3817874411953871_0.3752484368111336_-0.022404881385802607,0.4001998039652728_0.329502735610188_-0.043409465367226015
13937,BA_LEFT_CLICK,0,0.27791028705971027_0.782627234514463_-0.017189345501538934,0.34340451140808065_0.7739291767628368_-0.01896150314822479,0.39787566497396337_0.730466853137949_-0.013624407972332183,0.4329720866766351_0.6750295911697143_-0.009547269482096422,0.4542352920531776_0.6246413823992436_0.0016327608625226178,0.3725744933543955_0.568710110520247_0.009772831049862455,0.40154369217880914_0.48692545140604104_0.005369216935202952,0.4220201994595678_0.4359549337823597_-0.002724283576202975,0.44066888770418683_0.3959876982283922_-0.030959190509898933,0.3435226249183875_0.5371956001792095_0.00755708693882602,0.3635217365160139_0.43585579578978956_-0.0006511223380510646,0.38258283100234547_0.37389781847203923_-0.022742436979484065,0.4011803950921554_0.3288173469506748_-0.04425915071537352
13969,BA_LEFT_CLICK,0,0.2791935283957846_0.7801707106080914_-0.016121872657677987,0.34406121555651825_0.7712340935350559_-0.01805631740104901,0.39870645868357746_0.7270799959152054_-0.013435227175900415,0.43361006236766003_0.6711191419337268_-0.010618389061038009,0.4532969646262762_0.6192078063512186_-0.0006010564962917202,0.3734311819599752_0.5663400466719655_0.009672657726051768,0.4024882737217613_0.4846920358722999_0.0049329361211184475,0.4229896088932158_0.4342738611856626_-0.00337002517000245,0.44174876754249986_0.394600624872234_-0.03176727271650909,0.34446525712694026_0.5350648698070639_0.007479140023754259,0.3643707368003966_0.43394205955587345_-0.0011265391758874766,0.38366611211861834_0.3724559408394905_-0.023304144862708653,0.40244589535839237_0.3278700842541892_-0.0449681916965664
14002,BA_LEFT_CLICK,0,0.28075684936991746_0.7774907483456346_-0.01472332250606335,0.34487170365401587_0.7682294594670218_-0.016970511660669225,0.3995069028343895_0.7236531920789967_-0.013199172417600217,0.43444444184855_0.667235770509567_-0.011807765393212885,0.4531069439735125_0.6137172754307064_-0.003020986541103811,0.3744400847376732_0.5638770719750236_0.009450283013059585,0.40362375167356085_0.4822747041849768_0.004369793704424208,0.4241442398622991_0.43238077150658977_-0.004110109040859596,0.44304102615329316_0.3930250247581693_-0.032767815403737056,0.3456997763306721_0.5328267166502472_0.007416452058447378,0.3657207992257787_0.4319782097174527_-0.0016300635259783834,0.3851753406474246_0.3707767198060682_-0.0237381123093106,0.4040877921457837_0.32639430038789424_-0.045458927880415965
14036,BA_LEFT_CLICK,0,0.28270588781159256_0.7744651900766542_-0.012982269497961337,0.3460003883596141_0.7648572244187103_-0.015782831717089,0.4005499530956061_0.7200211602496537_-0.01318277080875974,0.4355211611219675_0.6633353659994811_-0.013586309217417599,0.4534802947112807_0.6085494419494846_-0.006261059343013358,0.3757990923262714_0.5608948556886919_0.009073744803487372,0.4050962085512968_0.47941409985768607_0.003700041966655974,0.42557805310848246_0.42992340196670065_-0.004915209098437036,0.44453565443207976_0.3907166592489793_-0.033848471850234214,0.3471976789785086_0.5301097948938367_0.007318756923709693,0.3673130259181749_0.4297510019170286_-0.002213389712288902,0.3868335014779769_0.368814974592108_-0.024283051497724667,0.40580721124615277_0.3244977023018163_-0.046070736750515026
14069,BA_LEFT_CLICK,0,0.2845938202994755_0.7712760104368727_-0.012377470530868,0.3473602355286184_0.7615474874130811_-0.015238710132086424,0.40171798858045826_0.7163712754287268_-0.013090226332524149,0.4368234082562471_0.6592067582994627_-0.014343220323725035,0.4542513897950561_0.6032808987744315_-0.007607672571494733,0.37726366136368744_0.5578070472325332_0.008960654806947002,0.4065735860655858_0.4763919547442421_0.0034507183806253465,0.4271036289625398_0.42727211848498164_-0.005217694925291224,0.4461462769083195_0.3883051472672713_-0.034417289424004516,0.3488420166931676_0.5271090403866575_0.007284192300346997,0.36902370335783097_0.42708455969707504_-0.002461107899916113,0.3886814515749139_0.3664007779486803_-0.024468725925276293,0.40776797473117515_0.32220385875803326_-0.046381036126257366
14109,BA_LEFT_CLICK,0,0.2864770350661032_0.7679282294615587_-0.012274460333824497,0.3489050365102055_0.7580334873479149_-0.015030494639749646,0.4031297428846303_0.7124865233451483_-0.012970789893610262,0.43806072707992755_0.6546972714734021_-0.014504496419750445,0.4555200903364111_0.5982849096018206_-0.007834175395452623,0.3788297562908859_0.5542055400725561_0.00892648833740178,0.4081614910753691_0.47284266235381966_0.0034003039062939482,0.42878004133645947_0.42414077508927017_-0.005307596375165689,0.4479852178233475_0.38560892723154166_-0.03464291030411908,0.3505832547634544_0.5235996115741576_0.007289380153224871,0.370875025050843_0.4239448861266481_-0.002690160636243773,0.3906773110993324_0.3635116932016872_-0.02467802048173715,0.40990607213723507_0.3195562891682156_-0.04676756436319462
14136,BA_LEFT_CLICK,0,0.28842514616697257_0.7645403040968959_-0.013049065640163693,0.3504471319207957_0.7545301223978632_-0.015473947472950077,0.4047052751731828_0.7080345058083818_-0.013161512910638638,0.4395922214668748_0.649316610723491_-0.014170888395565982,0.4570271109539739_0.5926791027989491_-0.006903160943574623,0.38041186444852604_0.5505007888886418_0.008900938830760506,0.4098558484865923_0.46912290956140046_0.0035383839298027673,0.430596381186996_0.420772571472173_-0.005309851626251784,0.44994913407465703_0.38261678284129413_-0.03469483382896574,0.35239685731647036_0.51995021252135_0.00736500571783861,0.3730791165487005_0.4206055606194582_-0.002758049956272088,0.39303215191901675_0.36051135994770234_-0.02458073252794877,0.41235530195035813_0.3168221539274985_-0.04680306752277463
14174,BA_LEFT_CLICK,0,0.2905208636319576_0.7611141239423422_-0.013837484674129704,0.35229457515791346_0.7505253478038497_-0.015861392456356888,0.4065569910011256_0.70300187298777_-0.013439600824764877,0.44138183123920427_0.6434282317398036_-0.014013652170863339,0.4587442783513444_0.5865185893222892_-0.006369963752418293,0.3820693382652112_0.5466371127774784_0.008919863622973274,0.4115949439488808_0.4651225630884209_0.003665167700349325,0.4325540540691647_0.4171966108543436_-0.005357199736193535,0.45217949444692046_0.37952060274856025_-0.034689594923623335,0.35429247941587466_0.5162330162390039_0.007463226223917647,0.3752873563016283_0.4169954760701058_-0.002748307280786866,0.3954375830979423_0.3571080485008407_-0.024307090476018072,0.41493518207389735_0.31369588780531366_-0.04669202200375438
14206,BA_LEFT_CLICK,0,0.29258931430148594_0.7577181724563335_-0.014517353500106987,0.3541131166483187_0.7464602290907056_-0.016095449378541474,0.40821745177917196_0.698036731315631_-0.013787956165831495,0.44288558107260123_0.637468358249509_-0.014362567993137511,0.46015336378405713_0.5796472578561468_-0.006740969790768252,0.38375807118666244_0.5427126486150797_0.008954500136049518,0.41345091005030954_0.4612817326740296_0.003775472828625865,0.4346732340714481_0.41376920484405844_-0.0054037775220519045,0.4546422862580674_0.37652048486532164_-0.03483866075211202,0.35624878784826675_0.5123507413756025_0.007537944345618761,0.3775208134051027_0.4133313559556483_-0.0027387741748873666,0.397835933978659_0.353683602334837_-0.02407291506517878,0.4175722623182823_0.31038921084506577_-0.04658383196037961
14241,BA_LEFT_CLICK,0,0.2947111666358909_0.7543342803204136_-0.015865549167139576,0.35603384358606527_0.7421466588432433_-0.01673049120144158,0.41000585501045006_0.6924993284805444_-0.014123318495401707,0.44455184611990656_0.6304697437056253_-0.014158612455632904,0.461937487236581_0.5716160535268913_-0.005895856915912332,0.38524188647470536_0.5388328114389083_0.009090975902296645,0.41523777119210314_0.45791138486511485_0.004060325832270962,0.43684990942169405_0.41072430962643697_-0.005369441161318282,0.4571432156222071_0.3738916279320828_-0.034973438934750835,0.35799443070738535_0.5084694710168182_0.007643698238488417,0.3795893064018776_0.409694108411827_-0.0025681289867070735,0.4000439058266498_0.35016663990162206_-0.02360412607422631,0.4199574787865869_0.3068243901451688_-0.0462063258126732
14274,BA_LEFT_CLICK,0,0.2969673764830749_0.7505711153574052_-0.015968225673948327,0.35794557677047883_0.7377594375177099_-0.01670568297732758,0.41178305343508737_0.6870400220762751_-0.014531586887080644,0.4462395117546289_0.6238435421759565_-0.015074330839082892,0.4635139406616861_0.5638891338867291_-0.0071676732293775094,0.38735181530159046_0.5349682791422765_0.009014300292187962,0.41742052572481597_0.45433249295907796_0.003927916038913236,0.43916578483334523_0.40730181737201754_-0.005685959418426879,0.4595705495561764_0.37059674751320776_-0.03533680745463966,0.3602284379374903_0.5045583793952417_0.007610102548226819,0.38208922313663884_0.4058977628113098_-0.0025685857999728063,0.4026204653996164_0.3463651825725428_-0.023458091456343023,0.4226599076947206_0.30280567729634134_-0.04617897015693635
14302,BA_LEFT_CLICK,0,0.29920578933762876_0.7464009154182484_-0.017307673216751893,0.35987067855467353_0.7332057685505449_-0.01747670360747089,0.4136643222627642_0.681346433211252_-0.015303901292196255,0.44816894776544325_0.6169888785977904_-0.01541926524843001,0.46537822492085895_0.5564852499614036_-0.007312830185255243,0.3896443640378422_0.5311992703589568_0.00907528939680579,0.4197916423282049_0.4510176715942827_0.003924932876334752,0.4416444173793105_0.4040213259335943_-0.005800387588986498,0.4621080459185922_0.36725160750992536_-0.03531293130716799,0.36274245083903645_0.5004054684984169_0.007623052329540337,0.38494428052118246_0.4019997449208313_-0.0024018123760546,0.40556458897733166_0.3425896159600728_-0.023105716636696885,0.42573102430984455_0.2988436283601291_-0.046001043652557146
14336,BA_LEFT_CLICK,0,0.301540483530421_0.7423300686154215_-0.019191123998873773,0.3621197989548839_0.7281216526707887_-0.018762159056211394,0.4156917779968264_0.6753876223952651_-0.016196580892651354,0.4502763028694896_0.6102024166981176_-0.0155090704505064,0.4674286068055074_0.5490295047481757_-0.006689810471026765,0.3920355216810947_0.5273525546958263_0.009188188456188223,0.42221212069201647_0.44759482842227677_0.004118238825882407,0.4441624062331603_0.40056376713725633_-0.00562297161646584,0.46466656931467726_0.3637026212473507_-0.03493134921233748,0.36538476706008416_0.4962017897405213_0.007696055332398482,0.3878786250242458_0.3980436409703107_-0.002062112392165244,0.40862926059836924_0.33880225354762983_-0.022601790969307766,0.4289850760816342_0.2949525882349783_-0.045628020552844054
14370,BA_LEFT_CLICK,0,0.3041544115512045_0.7381972267368196_-0.02044557667312093,0.3644579153033572_0.7231519933288002_-0.019509082203503357,0.4178752660215761_0.6694157612157726_-0.01688578896987365,0.45255679096807705_0.6032452701886333_-0.01597784280335251,0.4693393922307524_0.5410900755659661_-0.0071045766006220725,0.3944225073774533_0.5234029754773947_0.009305764907749956,0.4247694824537292_0.4441118176900614_0.00422643368584707,0.4468610228754748_0.39724116769006024_-0.005620445161882237,0.4675161076245934_0.3602706521240707_-0.0347584103182228,0.368088634494625_0.49192088156048347_0.007673657678227479,0.39087143415521514_0.3941794165127446_-0.0018027278194252493,0.4117297288884702_0.3351644796874691_-0.02216812987703923,0.4322881356333738_0.29120838201414534_-0.04522221238458177
14408,BA_LEFT_CLICK,0,0.3068532590841032_0.733571568659048_-0.02107931583354527,0.36728503312845845_0.7179469677404328_-0.019928140573021495,0.42029842014796465_0.6638541254864426_-0.017311312145137203,0.45485791131678954_0.596961162039426_-0.016420097705168276,0.47142769626446035_0.5339411532033222_-0.007635013042315591,0.3970579911009373_0.5196156394303777_0.009336055059554153,0.42760342275306823_0.44075834243482503_0.004270479541164992,0.4499010576135055_0.3939391076292211_-0.005504062056400931,0.4706729040668989_0.3568808638642499_-0.034396643112919456,0.37095532551104426_0.4879451935220074_0.007630379082390353,0.39413578410395733_0.39061321442548197_-0.001556880963597603,0.41521477557102704_0.3316655514833585_-0.02163459227147773,0.4360003376368718_0.2876431847124973_-0.04475267887945191
14436,BA_LEFT_CLICK,0,0.30966534771718796_0.7290241794038621_-0.02139362918718381,0.3699790935212757_0.7131249239123475_-0.020090587442967673,0.4227941276684358_0.6585220482719971_-0.017387223153228295,0.45729273211815946_0.5907420448849893_-0.016335023686442973,0.4739718813233969_0.5271551517763724_-0.007414669417083064,0.3997533944237949_0.5159798178530486_0.009317832282640118,0.43058149747216895_0.43755467127947933_0.004203996428761766,0.45302466617632997_0.3908380746623369_-0.005540173971540576,0.47390677222622113_0.3537046951921995_-0.03414730453159152,0.373846202967124_0.4841498748245487_0.007579272541208017,0.3973820654507379_0.3873854051051439_-0.0015153931123049317,0.4186482298920939_0.3285499738214219_-0.021322051113153103,0.43963817790063514_0.2844264014172299_-0.04447556365200055
14471,BA_LEFT_CLICK,0,0.3125395382102189_0.7247804225483583_-0.021951458175052986,0.3728820523019144_0.7089165751200209_-0.020508380238893335,0.4252914978706801_0.6538902590094434_-0.017694491671653375,0.4596302183616876_0.5851316398295002_-0.016557203328732017,0.47637756494946465_0.5207106219227307_-0.007641456026029428,0.40259852623849884_0.5129689743881823_0.009370040320521656,0.43371374195547263_0.4347136131222163_0.004358667726448287,0.4563621903785793_0.38791395662470596_-0.005290635306745248,0.47737084181318823_0.3507452998854491_-0.03363602090808343,0.37682362785145196_0.4810274255897721_0.0075317408315761485,0.40060995800939403_0.3846074636791469_-0.0014348126683260012,0.4220069780787142_0.3257947922990962_-0.02105925981227923,0.44318739998270906_0.2815875254955088_-0.04413523736531077
